Country,Region,Year,Inflation Rate (%),Date
Nicaragua,North America,2020,3.8,2020-01-01
Nicaragua,North America,2021,6.9,2021-01-01
Nicaragua,North America,2022,8.6,2022-01-01
Nicaragua,North America,2023,7.7,2023-01-01
Nicaragua,North America,2024,6.5,2024-01-01
Niger,Africa,2015,2.4,2015-01-01
Niger,Africa,2016,2.0,2016-01-01
Niger,Africa,2017,2.1,2017-01-01
Niger,Africa,2018,2.6,2018-01-01
Niger,Africa,2019,2.5,2019-01-01
Niger,Africa,2020,1.9,2020-01-01
Niger,Africa,2021,3.2,2021-01-01
Niger,Africa,2022,4.4,2022-01-01
Niger,Africa,2023,4.2,2023-01-01
Niger,Africa,2024,2.9,2024-01-01
Nigeria,Africa,2015,11.0,2015-01-01
Nigeria,Africa,2016,11.2,2016-01-01
Nigeria,Africa,2017,12.5,2017-01-01
Nigeria,Africa,2018,12.4,2018-01-01
Nigeria,Africa,2019,11.5,2019-01-01
Nigeria,Africa,2020,10.7,2020-01-01
Nigeria,Africa,2021,13.5,2021-01-01
Nigeria,Africa,2022,14.9,2022-01-01
Nigeria,Africa,2023,16.1,2023-01-01
Nigeria,Africa,2024,13.7,2024-01-01
North Macedonia,Europe,2015,1.7,2015-01-01
North Macedonia,Europe,2016,1.1,2016-01-01
North Macedonia,Europe,2017,1.6,2017-01-01
North Macedonia,Europe,2018,1.7,2018-01-01
North Macedonia,Europe,2019,0.8,2019-01-01
North Macedonia,Europe,2020,0.6,2020-01-01
North Macedonia,Europe,2021,2.5,2021-01-01
North Macedonia,Europe,2022,3.6,2022-01-01
North Macedonia,Europe,2023,3.1,2023-01-01
North Macedonia,Europe,2024,3.0,2024-01-01
Norway,Europe,2015,2.0,2015-01-01
Norway,Europe,2016,2.0,2016-01-01
Norway,Europe,2017,2.3,2017-01-01
Norway,Europe,2018,2.6,2018-01-01
Norway,Europe,2019,1.8,2019-01-01
Norway,Europe,2020,1.5,2020-01-01
Norway,Europe,2021,3.7,2021-01-01
Norway,Europe,2022,4.5,2022-01-01
Norway,Europe,2023,4.0,2023-01-01
Norway,Europe,2024,3.3,2024-01-01
Oman,Asia,2015,1.4,2015-01-01
Oman,Asia,2016,0.9,2016-01-01
Oman,Asia,2017,1.4,2017-01-01
Oman,Asia,2018,1.9,2018-01-01
Oman,Asia,2019,1.6,2019-01-01
Oman,Asia,2020,0.7,2020-01-01
Oman,Asia,2021,3.0,2021-01-01
Oman,Asia,2022,4.3,2022-01-01
Oman,Asia,2023,3.5,2023-01-01
Oman,Asia,2024,3.0,2024-01-01
Pakistan,Asia,2015,6.5,2015-01-01
Pakistan,Asia,2016,5.2,2016-01-01
Pakistan,Asia,2017,6.8,2017-01-01
Pakistan,Asia,2018,6.3,2018-01-01
Pakistan,Asia,2019,6.4,2019-01-01
Pakistan,Asia,2020,5.2,2020-01-01
Pakistan,Asia,2021,7.9,2021-01-01
Pakistan,Asia,2022,8.8,2022-01-01
Pakistan,Asia,2023,8.4,2023-01-01
Pakistan,Asia,2024,6.9,2024-01-01
Palau,Oceania,2015,2.2,2015-01-01
Palau,Oceania,2016,2.1,2016-01-01
Palau,Oceania,2017,2.0,2017-01-01
Palau,Oceania,2018,2.5,2018-01-01
Palau,Oceania,2019,1.8,2019-01-01
Palau,Oceania,2020,1.2,2020-01-01
Palau,Oceania,2021,3.7,2021-01-01
Palau,Oceania,2022,4.6,2022-01-01
Palau,Oceania,2023,4.3,2023-01-01
Palau,Oceania,2024,3.0,2024-01-01
Panama,North America,2015,1.7,2015-01-01
Panama,North America,2016,1.2,2016-01-01
Panama,North America,2017,1.8,2017-01-01
Panama,North America,2018,1.8,2018-01-01
Panama,North America,2019,1.5,2019-01-01
Panama,North America,2020,0.9,2020-01-01
Panama,North America,2021,2.8,2021-01-01
Panama,North America,2022,4.3,2022-01-01
Panama,North America,2023,3.5,2023-01-01
Panama,North America,2024,2.8,2024-01-01
Papua New Guinea,Oceania,2015,5.5,2015-01-01
Papua New Guinea,Oceania,2016,5.0,2016-01-01
Papua New Guinea,Oceania,2017,5.1,2017-01-01
Papua New Guinea,Oceania,2018,5.6,2018-01-01
Papua New Guinea,Oceania,2019,4.8,2019-01-01
Papua New Guinea,Oceania,2020,4.2,2020-01-01
Papua New Guinea,Oceania,2021,6.8,2021-01-01
Papua New Guinea,Oceania,2022,9.0,2022-01-01
Papua New Guinea,Oceania,2023,7.6,2023-01-01
Papua New Guinea,Oceania,2024,6.4,2024-01-01
Paraguay,South America,2015,4.3,2015-01-01
Paraguay,South America,2016,3.1,2016-01-01
Paraguay,South America,2017,3.7,2017-01-01
Paraguay,South America,2018,4.7,2018-01-01
Paraguay,South America,2019,4.0,2019-01-01
Paraguay,South America,2020,3.3,2020-01-01
Paraguay,South America,2021,5.7,2021-01-01
Paraguay,South America,2022,7.5,2022-01-01
Paraguay,South America,2023,7.0,2023-01-01
Paraguay,South America,2024,5.7,2024-01-01
Peru,South America,2015,3.0,2015-01-01
Peru,South America,2016,2.5,2016-01-01
Peru,South America,2017,3.1,2017-01-01
Peru,South America,2018,3.0,2018-01-01
Peru,South America,2019,3.1,2019-01-01
Peru,South America,2020,2.4,2020-01-01
Peru,South America,2021,4.6,2021-01-01
Peru,South America,2022,6.3,2022-01-01
Peru,South America,2023,5.2,2023-01-01
Peru,South America,2024,4.3,2024-01-01
Philippines,Asia,2015,3.5,2015-01-01
Philippines,Asia,2016,2.6,2016-01-01
Philippines,Asia,2017,3.9,2017-01-01
Philippines,Asia,2018,4.2,2018-01-01
Philippines,Asia,2019,3.4,2019-01-01
Philippines,Asia,2020,2.1,2020-01-01
Philippines,Asia,2021,5.3,2021-01-01
Philippines,Asia,2022,7.3,2022-01-01
Philippines,Asia,2023,5.3,2023-01-01
Philippines,Asia,2024,4.9,2024-01-01
Poland,Europe,2015,1.7,2015-01-01
Poland,Europe,2016,1.9,2016-01-01
Poland,Europe,2017,2.0,2017-01-01
Poland,Europe,2018,2.5,2018-01-01
Poland,Europe,2019,2.1,2019-01-01
Poland,Europe,2020,1.9,2020-01-01
Poland,Europe,2021,3.4,2021-01-01
Poland,Europe,2022,4.7,2022-01-01
Poland,Europe,2023,3.5,2023-01-01
Poland,Europe,2024,3.4,2024-01-01
Portugal,Europe,2015,1.3,2015-01-01
Portugal,Europe,2016,1.1,2016-01-01
Portugal,Europe,2017,1.6,2017-01-01
Portugal,Europe,2018,1.5,2018-01-01
Portugal,Europe,2019,1.6,2019-01-01
Portugal,Europe,2020,1.1,2020-01-01
Portugal,Europe,2021,3.1,2021-01-01
Portugal,Europe,2022,3.7,2022-01-01
Portugal,Europe,2023,3.3,2023-01-01
Portugal,Europe,2024,2.8,2024-01-01
Qatar,Asia,2015,1.5,2015-01-01
Qatar,Asia,2016,1.4,2016-01-01
Qatar,Asia,2017,2.4,2017-01-01
Qatar,Asia,2018,2.4,2018-01-01
Qatar,Asia,2019,2.1,2019-01-01
Qatar,Asia,2020,1.9,2020-01-01
Qatar,Asia,2021,3.6,2021-01-01
Qatar,Asia,2022,4.8,2022-01-01
Qatar,Asia,2023,4.6,2023-01-01
Qatar,Asia,2024,3.1,2024-01-01
Romania,Europe,2015,2.3,2015-01-01
Romania,Europe,2016,2.3,2016-01-01
Romania,Europe,2017,2.8,2017-01-01
Romania,Europe,2018,2.7,2018-01-01
Romania,Europe,2019,2.2,2019-01-01
Romania,Europe,2020,2.5,2020-01-01
Romania,Europe,2021,4.1,2021-01-01
Romania,Europe,2022,4.9,2022-01-01
Romania,Europe,2023,4.6,2023-01-01
Romania,Europe,2024,3.6,2024-01-01
Russia,Europe,2015,5.9,2015-01-01
Russia,Europe,2016,5.8,2016-01-01
Russia,Europe,2017,5.7,2017-01-01
Russia,Europe,2018,6.6,2018-01-01
Russia,Europe,2019,6.7,2019-01-01
Russia,Europe,2020,5.4,2020-01-01
Russia,Europe,2021,7.9,2021-01-01
Russia,Europe,2022,9.3,2022-01-01
Russia,Europe,2023,8.4,2023-01-01
Russia,Europe,2024,7.4,2024-01-01
Rwanda,Africa,2015,4.9,2015-01-01
Rwanda,Africa,2016,4.9,2016-01-01
Rwanda,Africa,2017,4.7,2017-01-01
Rwanda,Africa,2018,5.8,2018-01-01
Rwanda,Africa,2019,4.9,2019-01-01
Rwanda,Africa,2020,4.3,2020-01-01
Rwanda,Africa,2021,6.7,2021-01-01
Rwanda,Africa,2022,8.9,2022-01-01
Rwanda,Africa,2023,7.9,2023-01-01
Rwanda,Africa,2024,6.8,2024-01-01
Saint Kitts and Nevis,North America,2015,1.1,2015-01-01
Saint Kitts and Nevis,North America,2016,1.4,2016-01-01
Saint Kitts and Nevis,North America,2017,1.8,2017-01-01
Saint Kitts and Nevis,North America,2018,1.5,2018-01-01
Saint Kitts and Nevis,North America,2019,1.5,2019-01-01
Saint Kitts and Nevis,North America,2020,1.0,2020-01-01
Saint Kitts and Nevis,North America,2021,3.1,2021-01-01
Saint Kitts and Nevis,North America,2022,4.2,2022-01-01
Saint Kitts and Nevis,North America,2023,3.4,2023-01-01
Saint Kitts and Nevis,North America,2024,3.0,2024-01-01
Saint Lucia,North America,2015,1.8,2015-01-01
Saint Lucia,North America,2016,0.5,2016-01-01
Saint Lucia,North America,2017,1.6,2017-01-01
Saint Lucia,North America,2018,1.8,2018-01-01
Saint Lucia,North America,2019,1.1,2019-01-01
Saint Lucia,North America,2020,0.9,2020-01-01
Saint Lucia,North America,2021,3.3,2021-01-01
Saint Lucia,North America,2022,3.9,2022-01-01
Saint Lucia,North America,2023,3.5,2023-01-01
Saint Lucia,North America,2024,2.4,2024-01-01
Saint Vincent and the Grenadines,North America,2015,1.3,2015-01-01
Saint Vincent and the Grenadines,North America,2016,1.6,2016-01-01
Saint Vincent and the Grenadines,North America,2017,1.5,2017-01-01
Saint Vincent and the Grenadines,North America,2018,2.0,2018-01-01
Saint Vincent and the Grenadines,North America,2019,1.0,2019-01-01
Saint Vincent and the Grenadines,North America,2020,1.4,2020-01-01
Saint Vincent and the Grenadines,North America,2021,3.2,2021-01-01
Saint Vincent and the Grenadines,North America,2022,4.1,2022-01-01
Saint Vincent and the Grenadines,North America,2023,3.5,2023-01-01
Saint Vincent and the Grenadines,North America,2024,2.3,2024-01-01
Samoa,Oceania,2015,3.3,2015-01-01
Samoa,Oceania,2016,2.5,2016-01-01
Samoa,Oceania,2017,3.1,2017-01-01
Samoa,Oceania,2018,3.4,2018-01-01
Samoa,Oceania,2019,2.9,2019-01-01
Samoa,Oceania,2020,2.4,2020-01-01
Samoa,Oceania,2021,5.1,2021-01-01
Samoa,Oceania,2022,6.7,2022-01-01
Samoa,Oceania,2023,5.5,2023-01-01
Samoa,Oceania,2024,4.6,2024-01-01
Sao Tome and Principe,Africa,2015,5.8,2015-01-01
Sao Tome and Principe,Africa,2016,6.4,2016-01-01
Sao Tome and Principe,Africa,2017,5.6,2017-01-01
Sao Tome and Principe,Africa,2018,7.0,2018-01-01
Sao Tome and Principe,Africa,2019,6.5,2019-01-01
Sao Tome and Principe,Africa,2020,4.9,2020-01-01
Sao Tome and Principe,Africa,2021,8.8,2021-01-01
Sao Tome and Principe,Africa,2022,9.9,2022-01-01
Sao Tome and Principe,Africa,2023,8.8,2023-01-01
Sao Tome and Principe,Africa,2024,7.5,2024-01-01
Saudi Arabia,Asia,2015,1.9,2015-01-01
Saudi Arabia,Asia,2016,1.6,2016-01-01
Saudi Arabia,Asia,2017,2.2,2017-01-01
Saudi Arabia,Asia,2018,2.7,2018-01-01
Saudi Arabia,Asia,2019,2.0,2019-01-01
Saudi Arabia,Asia,2020,1.2,2020-01-01
Saudi Arabia,Asia,2021,3.7,2021-01-01
Saudi Arabia,Asia,2022,4.9,2022-01-01
Saudi Arabia,Asia,2023,4.0,2023-01-01
Saudi Arabia,Asia,2024,3.3,2024-01-01
Senegal,Africa,2015,1.4,2015-01-01
Senegal,Africa,2016,1.0,2016-01-01
Senegal,Africa,2017,1.4,2017-01-01
Senegal,Africa,2018,1.5,2018-01-01
Senegal,Africa,2019,1.6,2019-01-01
Senegal,Africa,2020,0.9,2020-01-01
Senegal,Africa,2021,2.9,2021-01-01
Senegal,Africa,2022,3.4,2022-01-01
Senegal,Africa,2023,3.1,2023-01-01
Senegal,Africa,2024,2.9,2024-01-01
Serbia,Europe,2015,2.3,2015-01-01
Serbia,Europe,2016,2.3,2016-01-01
Serbia,Europe,2017,2.3,2017-01-01
Serbia,Europe,2018,3.2,2018-01-01
Serbia,Europe,2019,2.5,2019-01-01
Serbia,Europe,2020,2.0,2020-01-01
Serbia,Europe,2021,4.6,2021-01-01
Serbia,Europe,2022,5.5,2022-01-01
Serbia,Europe,2023,4.3,2023-01-01
Serbia,Europe,2024,3.5,2024-01-01
Seychelles,Africa,2015,2.9,2015-01-01
Seychelles,Africa,2016,2.7,2016-01-01
Seychelles,Africa,2017,3.2,2017-01-01
Seychelles,Africa,2018,3.4,2018-01-01
Seychelles,Africa,2019,3.4,2019-01-01
Seychelles,Africa,2020,2.2,2020-01-01
Seychelles,Africa,2021,5.6,2021-01-01
Seychelles,Africa,2022,6.5,2022-01-01
Seychelles,Africa,2023,5.9,2023-01-01
Seychelles,Africa,2024,4.6,2024-01-01
Sierra Leone,Africa,2015,10.6,2015-01-01
Sierra Leone,Africa,2016,9.2,2016-01-01
Sierra Leone,Africa,2017,9.7,2017-01-01
Sierra Leone,Africa,2018,10.8,2018-01-01
Sierra Leone,Africa,2019,10.6,2019-01-01
Sierra Leone,Africa,2020,9.2,2020-01-01
Sierra Leone,Africa,2021,11.2,2021-01-01
Sierra Leone,Africa,2022,12.7,2022-01-01
Sierra Leone,Africa,2023,11.6,2023-01-01
Sierra Leone,Africa,2024,10.4,2024-01-01
Singapore,Asia,2015,1.5,2015-01-01
Singapore,Asia,2016,1.5,2016-01-01
Singapore,Asia,2017,1.6,2017-01-01
Singapore,Asia,2018,1.3,2018-01-01
Singapore,Asia,2019,1.5,2019-01-01
Singapore,Asia,2020,0.9,2020-01-01
Singapore,Asia,2021,3.5,2021-01-01
Singapore,Asia,2022,3.8,2022-01-01
Singapore,Asia,2023,3.3,2023-01-01
Singapore,Asia,2024,3.1,2024-01-01
Slovakia,Europe,2015,1.6,2015-01-01
Slovakia,Europe,2016,1.3,2016-01-01
Slovakia,Europe,2017,1.7,2017-01-01
Slovakia,Europe,2018,2.0,2018-01-01
Slovakia,Europe,2019,1.7,2019-01-01
Slovakia,Europe,2020,0.7,2020-01-01
Slovakia,Europe,2021,3.2,2021-01-01
Slovakia,Europe,2022,3.8,2022-01-01
Slovakia,Europe,2023,3.5,2023-01-01
Slovakia,Europe,2024,2.7,2024-01-01
Slovenia,Europe,2015,0.8,2015-01-01
Slovenia,Europe,2016,0.7,2016-01-01
Slovenia,Europe,2017,1.0,2017-01-01
Slovenia,Europe,2018,1.1,2018-01-01
Slovenia,Europe,2019,0.9,2019-01-01
Slovenia,Europe,2020,0.1,2020-01-01
Slovenia,Europe,2021,2.6,2021-01-01
Slovenia,Europe,2022,3.3,2022-01-01
Slovenia,Europe,2023,3.1,2023-01-01
Slovenia,Europe,2024,1.8,2024-01-01
Solomon Islands,Oceania,2015,3.9,2015-01-01
Solomon Islands,Oceania,2016,3.4,2016-01-01
Solomon Islands,Oceania,2017,4.5,2017-01-01
Solomon Islands,Oceania,2018,4.6,2018-01-01
Solomon Islands,Oceania,2019,3.9,2019-01-01
Solomon Islands,Oceania,2020,3.3,2020-01-01
Solomon Islands,Oceania,2021,5.5,2021-01-01
Solomon Islands,Oceania,2022,7.5,2022-01-01
Solomon Islands,Oceania,2023,7.0,2023-01-01
Solomon Islands,Oceania,2024,5.5,2024-01-01
Somalia,Africa,2015,8.0,2015-01-01
Somalia,Africa,2016,7.9,2016-01-01
Somalia,Africa,2017,8.6,2017-01-01
Somalia,Africa,2018,7.5,2018-01-01
Somalia,Africa,2019,7.2,2019-01-01
Somalia,Africa,2020,7.3,2020-01-01
Somalia,Africa,2021,9.7,2021-01-01
Somalia,Africa,2022,12.1,2022-01-01
Somalia,Africa,2023,10.3,2023-01-01
Somalia,Africa,2024,8.6,2024-01-01
South Africa,Africa,2015,4.6,2015-01-01
South Africa,Africa,2016,3.8,2016-01-01
South Africa,Africa,2017,5.1,2017-01-01
South Africa,Africa,2018,5.4,2018-01-01
South Africa,Africa,2019,4.9,2019-01-01
South Africa,Africa,2020,4.5,2020-01-01
South Africa,Africa,2021,7.4,2021-01-01
South Africa,Africa,2022,8.4,2022-01-01
South Africa,Africa,2023,6.9,2023-01-01
South Africa,Africa,2024,6.7,2024-01-01
South Korea,Asia,2015,1.9,2015-01-01
South Korea,Asia,2016,1.6,2016-01-01
South Korea,Asia,2017,2.2,2017-01-01
South Korea,Asia,2018,1.9,2018-01-01
South Korea,Asia,2019,2.3,2019-01-01
South Korea,Asia,2020,1.0,2020-01-01
South Korea,Asia,2021,3.5,2021-01-01
South Korea,Asia,2022,4.0,2022-01-01
South Korea,Asia,2023,3.4,2023-01-01
South Korea,Asia,2024,3.3,2024-01-01
South Sudan,Africa,2015,19.7,2015-01-01
South Sudan,Africa,2016,20.6,2016-01-01
South Sudan,Africa,2017,20.5,2017-01-01
South Sudan,Africa,2018,20.4,2018-01-01
South Sudan,Africa,2019,21.6,2019-01-01
South Sudan,Africa,2020,18.9,2020-01-01
South Sudan,Africa,2021,19.9,2021-01-01
South Sudan,Africa,2022,22.5,2022-01-01
South Sudan,Africa,2023,23.2,2023-01-01
South Sudan,Africa,2024,22.0,2024-01-01
Spain,Europe,2015,0.8,2015-01-01
Spain,Europe,2016,0.7,2016-01-01
Spain,Europe,2017,1.2,2017-01-01
Spain,Europe,2018,1.5,2018-01-01
Spain,Europe,2019,0.9,2019-01-01
Spain,Europe,2020,0.4,2020-01-01
Spain,Europe,2021,2.5,2021-01-01
Spain,Europe,2022,4.0,2022-01-01
Spain,Europe,2023,3.3,2023-01-01
Spain,Europe,2024,2.3,2024-01-01
Sri Lanka,Asia,2015,5.9,2015-01-01
Sri Lanka,Asia,2016,5.7,2016-01-01
Sri Lanka,Asia,2017,5.9,2017-01-01
Sri Lanka,Asia,2018,6.1,2018-01-01
Sri Lanka,Asia,2019,5.7,2019-01-01
Sri Lanka,Asia,2020,5.0,2020-01-01
Sri Lanka,Asia,2021,7.6,2021-01-01
Sri Lanka,Asia,2022,9.6,2022-01-01
Sri Lanka,Asia,2023,8.8,2023-01-01
Sri Lanka,Asia,2024,6.9,2024-01-01
Sudan,Africa,2015,20.0,2015-01-01
Sudan,Africa,2016,19.3,2016-01-01
Sudan,Africa,2017,20.6,2017-01-01
Sudan,Africa,2018,20.5,2018-01-01
Sudan,Africa,2019,18.3,2019-01-01
Sudan,Africa,2020,17.7,2020-01-01
Sudan,Africa,2021,22.0,2021-01-01
Sudan,Africa,2022,24.7,2022-01-01
Sudan,Africa,2023,19.8,2023-01-01
Sudan,Africa,2024,21.9,2024-01-01
Suriname,South America,2015,8.6,2015-01-01
Suriname,South America,2016,7.5,2016-01-01
Suriname,South America,2017,8.5,2017-01-01
Suriname,South America,2018,8.2,2018-01-01
Suriname,South America,2019,7.9,2019-01-01
Suriname,South America,2020,6.4,2020-01-01
Suriname,South America,2021,8.9,2021-01-01
Suriname,South America,2022,12.0,2022-01-01
Suriname,South America,2023,10.0,2023-01-01
Suriname,South America,2024,9.3,2024-01-01
Sweden,Europe,2015,1.2,2015-01-01
Sweden,Europe,2016,0.8,2016-01-01
Sweden,Europe,2017,1.6,2017-01-01
Sweden,Europe,2018,1.7,2018-01-01
Sweden,Europe,2019,1.6,2019-01-01
Sweden,Europe,2020,1.0,2020-01-01
Sweden,Europe,2021,3.1,2021-01-01
Sweden,Europe,2022,4.2,2022-01-01
Sweden,Europe,2023,3.8,2023-01-01
Sweden,Europe,2024,2.4,2024-01-01
Switzerland,Europe,2015,0.2,2015-01-01
Switzerland,Europe,2016,0.2,2016-01-01
Switzerland,Europe,2017,0.7,2017-01-01
Switzerland,Europe,2018,0.2,2018-01-01
Switzerland,Europe,2019,0.1,2019-01-01
Switzerland,Europe,2020,-0.1,2020-01-01
Switzerland,Europe,2021,1.8,2021-01-01
Switzerland,Europe,2022,2.9,2022-01-01
Switzerland,Europe,2023,2.0,2023-01-01
Switzerland,Europe,2024,1.2,2024-01-01
Syria,Asia,2015,20.3,2015-01-01
Syria,Asia,2016,19.3,2016-01-01
Syria,Asia,2017,20.1,2017-01-01
Syria,Asia,2018,20.6,2018-01-01
Syria,Asia,2019,19.2,2019-01-01
Syria,Asia,2020,19.8,2020-01-01
Syria,Asia,2021,25.5,2021-01-01
Syria,Asia,2022,21.4,2022-01-01
Syria,Asia,2023,22.9,2023-01-01
Syria,Asia,2024,20.6,2024-01-01
Tajikistan,Asia,2015,6.2,2015-01-01
Tajikistan,Asia,2016,5.6,2016-01-01
Tajikistan,Asia,2017,6.5,2017-01-01
Tajikistan,Asia,2018,6.9,2018-01-01
Tajikistan,Asia,2019,6.1,2019-01-01
Tajikistan,Asia,2020,5.6,2020-01-01
Tajikistan,Asia,2021,7.2,2021-01-01
Tajikistan,Asia,2022,10.1,2022-01-01
Tajikistan,Asia,2023,8.6,2023-01-01
Tajikistan,Asia,2024,7.9,2024-01-01
Tanzania,Africa,2015,4.6,2015-01-01
Tanzania,Africa,2016,4.4,2016-01-01
Tanzania,Africa,2017,5.2,2017-01-01
Tanzania,Africa,2018,5.5,2018-01-01
Tanzania,Africa,2019,5.1,2019-01-01
Tanzania,Africa,2020,4.5,2020-01-01
Tanzania,Africa,2021,6.5,2021-01-01
Tanzania,Africa,2022,8.8,2022-01-01
Tanzania,Africa,2023,7.5,2023-01-01
Tanzania,Africa,2024,6.4,2024-01-01
Thailand,Asia,2015,1.1,2015-01-01
Thailand,Asia,2016,1.3,2016-01-01
Thailand,Asia,2017,1.0,2017-01-01
Thailand,Asia,2018,2.0,2018-01-01
Thailand,Asia,2019,1.1,2019-01-01
Thailand,Asia,2020,0.9,2020-01-01
Thailand,Asia,2021,3.0,2021-01-01
Thailand,Asia,2022,4.4,2022-01-01
Thailand,Asia,2023,3.3,2023-01-01
Thailand,Asia,2024,2.5,2024-01-01
Timor-Leste,Asia,2015,0.9,2015-01-01
Timor-Leste,Asia,2016,1.0,2016-01-01
Timor-Leste,Asia,2017,1.3,2017-01-01
Timor-Leste,Asia,2018,1.3,2018-01-01
Timor-Leste,Asia,2019,0.9,2019-01-01
Timor-Leste,Asia,2020,0.0,2020-01-01
Timor-Leste,Asia,2021,2.6,2021-01-01
Timor-Leste,Asia,2022,3.2,2022-01-01
Timor-Leste,Asia,2023,3.1,2023-01-01
Timor-Leste,Asia,2024,2.2,2024-01-01
Togo,Africa,2015,2.1,2015-01-01
Togo,Africa,2016,0.9,2016-01-01
Togo,Africa,2017,1.6,2017-01-01
Togo,Africa,2018,2.3,2018-01-01
Togo,Africa,2019,1.8,2019-01-01
Togo,Africa,2020,0.7,2020-01-01
Togo,Africa,2021,3.1,2021-01-01
Togo,Africa,2022,4.1,2022-01-01
Togo,Africa,2023,3.4,2023-01-01
Togo,Africa,2024,2.5,2024-01-01
Tonga,Oceania,2015,4.0,2015-01-01
Tonga,Oceania,2016,3.2,2016-01-01
Tonga,Oceania,2017,4.2,2017-01-01
Tonga,Oceania,2018,4.6,2018-01-01
Tonga,Oceania,2019,3.9,2019-01-01
Tonga,Oceania,2020,2.8,2020-01-01
Tonga,Oceania,2021,6.2,2021-01-01
Tonga,Oceania,2022,7.6,2022-01-01
Tonga,Oceania,2023,6.3,2023-01-01
Tonga,Oceania,2024,5.4,2024-01-01
Trinidad and Tobago,North America,2015,2.1,2015-01-01
Trinidad and Tobago,North America,2016,1.9,2016-01-01
Trinidad and Tobago,North America,2017,2.5,2017-01-01
Trinidad and Tobago,North America,2018,3.2,2018-01-01
Trinidad and Tobago,North America,2019,2.3,2019-01-01
Trinidad and Tobago,North America,2020,2.1,2020-01-01
Trinidad and Tobago,North America,2021,3.9,2021-01-01
Trinidad and Tobago,North America,2022,5.2,2022-01-01
Trinidad and Tobago,North America,2023,4.3,2023-01-01
Trinidad and Tobago,North America,2024,3.8,2024-01-01
Tunisia,Africa,2015,4.8,2015-01-01
Tunisia,Africa,2016,4.1,2016-01-01
Tunisia,Africa,2017,4.8,2017-01-01
Tunisia,Africa,2018,5.3,2018-01-01
Tunisia,Africa,2019,4.6,2019-01-01
Tunisia,Africa,2020,4.3,2020-01-01
Tunisia,Africa,2021,6.9,2021-01-01
Tunisia,Africa,2022,9.2,2022-01-01
Tunisia,Africa,2023,7.0,2023-01-01
Tunisia,Africa,2024,6.6,2024-01-01
Turkey,Asia,2015,14.0,2015-01-01
Turkey,Asia,2016,14.2,2016-01-01
Turkey,Asia,2017,15.3,2017-01-01
Turkey,Asia,2018,13.4,2018-01-01
Turkey,Asia,2019,15.2,2019-01-01
Turkey,Asia,2020,15.9,2020-01-01
Turkey,Asia,2021,16.6,2021-01-01
Turkey,Asia,2022,18.7,2022-01-01
Turkey,Asia,2023,18.4,2023-01-01
Turkey,Asia,2024,16.4,2024-01-01
Turkmenistan,Asia,2015,7.7,2015-01-01
Turkmenistan,Asia,2016,6.5,2016-01-01
Turkmenistan,Asia,2017,8.5,2017-01-01
Turkmenistan,Asia,2018,8.4,2018-01-01
Turkmenistan,Asia,2019,7.5,2019-01-01
Turkmenistan,Asia,2020,7.3,2020-01-01
Turkmenistan,Asia,2021,9.7,2021-01-01
Turkmenistan,Asia,2022,11.2,2022-01-01
Turkmenistan,Asia,2023,10.8,2023-01-01
Turkmenistan,Asia,2024,8.9,2024-01-01
Tuvalu,Oceania,2015,3.3,2015-01-01
Tuvalu,Oceania,2016,2.3,2016-01-01
Tuvalu,Oceania,2017,3.0,2017-01-01
Tuvalu,Oceania,2018,4.0,2018-01-01
Tuvalu,Oceania,2019,3.3,2019-01-01
Tuvalu,Oceania,2020,2.2,2020-01-01
Tuvalu,Oceania,2021,4.8,2021-01-01
Tuvalu,Oceania,2022,6.4,2022-01-01
Tuvalu,Oceania,2023,5.5,2023-01-01
Tuvalu,Oceania,2024,4.5,2024-01-01
Uganda,Africa,2015,5.0,2015-01-01
Uganda,Africa,2016,4.6,2016-01-01
Uganda,Africa,2017,5.1,2017-01-01
Uganda,Africa,2018,5.1,2018-01-01
Uganda,Africa,2019,4.8,2019-01-01
Uganda,Africa,2020,4.5,2020-01-01
Uganda,Africa,2021,6.6,2021-01-01
Uganda,Africa,2022,8.4,2022-01-01
Uganda,Africa,2023,7.3,2023-01-01
Uganda,Africa,2024,6.5,2024-01-01
Ukraine,Europe,2015,7.8,2015-01-01
Ukraine,Europe,2016,8.3,2016-01-01
Ukraine,Europe,2017,8.4,2017-01-01
Ukraine,Europe,2018,7.9,2018-01-01
Ukraine,Europe,2019,8.3,2019-01-01
Ukraine,Europe,2020,6.8,2020-01-01
Ukraine,Europe,2021,9.7,2021-01-01
Ukraine,Europe,2022,11.7,2022-01-01
Ukraine,Europe,2023,10.3,2023-01-01
Ukraine,Europe,2024,9.9,2024-01-01
United Arab Emirates,Asia,2015,1.8,2015-01-01
United Arab Emirates,Asia,2016,1.5,2016-01-01
United Arab Emirates,Asia,2017,2.0,2017-01-01
United Arab Emirates,Asia,2018,2.2,2018-01-01
United Arab Emirates,Asia,2019,2.3,2019-01-01
United Arab Emirates,Asia,2020,1.6,2020-01-01
United Arab Emirates,Asia,2021,3.9,2021-01-01
United Arab Emirates,Asia,2022,5.2,2022-01-01
United Arab Emirates,Asia,2023,3.6,2023-01-01
United Arab Emirates,Asia,2024,3.1,2024-01-01
United Kingdom,Europe,2015,1.5,2015-01-01
United Kingdom,Europe,2016,1.3,2016-01-01
United Kingdom,Europe,2017,1.8,2017-01-01
United Kingdom,Europe,2018,1.9,2018-01-01
